date,HMF,wind_speed,HCS_tilt,polarity,SSN,daily_OSF
1985-02-05,11.2,508.0,9.11,-1.0,26,16.996999416153013
1985-02-06,8.6,585.0,9.06,-1.0,21,13.442394656594395
1985-02-07,6.0,662.0,9.01,-1.0,9,9.887789897035775
1985-02-08,6.1,632.0,8.92,-1.0,21,14.43733941953384
1985-02-09,6.6,588.0,8.82,-1.0,31,11.58038572892318
1985-02-10,6.1,652.0,8.72,-1.0,25,7.645639194219335
1985-02-11,5.2,621.0,8.62,-1.0,17,10.052521650526009
1985-02-12,5.9,555.0,8.52,-1.0,13,9.423378679908684
1985-02-13,5.1,484.0,8.42,-1.0,14,10.845962363041236
1985-02-14,5.3999999999999995,474.0,8.33,-1.0,17,11.893008538540617
1985-02-15,5.699999999999999,464.0,8.23,-1.0,14,12.940054714039995
1985-02-16,6.0,454.0,8.13,-1.0,13,13.987100889539375
1985-02-17,6.3,444.0,8.03,-1.0,16,15.034147065038756
1985-02-18,5.1,434.0,7.93,-1.0,13,7.896744002227064
1985-02-19,10.0,392.0,7.83,-1.0,25,19.353350646618104
1985-02-20,6.1,329.0,7.73,-1.0,35,7.903740301705349
1985-02-21,8.2,375.0,7.63,-1.0,35,6.297581443158905
1985-02-22,4.0,362.0,7.53,-1.0,33,7.712935282765407
1985-02-23,5.6,349.0,7.43,-1.0,21,8.620201572215764
1985-02-24,5.2,409.0,7.34,-1.0,14,5.801961135925671
1985-02-25,5.2,423.0,7.24,-1.0,14,7.992297751834273
1985-02-26,4.5,379.0,7.14,-1.0,14,1.5593050566595512
1985-02-27,5.1,433.25,7.04,-1.0,13,4.041928845950524
1985-02-28,5.7,487.5,6.94,-1.0,12,6.524552635241497
1985-03-01,6.300000000000001,541.75,6.84,-1.0,13,9.007176424532469
1985-03-02,6.9,596.0,6.74,-1.0,13,11.489800213823443
1985-03-03,4.2,597.0,6.64,-1.0,9,6.677209293544569
1985-03-04,5.8,460.0,6.54,-1.0,0,10.19382628785172
1985-03-05,8.4,654.0,6.44,-1.0,0,14.31498289490462
1985-03-06,6.2,696.0,6.35,-1.0,0,10.0843690895904
1985-03-07,5.5,753.0,6.3,-1.0,0,6.599884247639455
1985-03-08,4.4,678.0,6.31,-1.0,14,8.458995567890593
1985-03-09,3.4,490.0,6.31,-1.0,15,7.538501142802705
1985-03-10,10.2,466.0,6.31,-1.0,13,9.35172411918504
1985-03-11,8.85,442.25,6.32,-1.0,16,9.839163515198898
1985-03-12,7.5,418.5,6.32,-1.0,18,10.326602911212754
1985-03-13,6.1499999999999995,394.75,6.32,-1.0,14,10.814042307226611
1985-03-14,4.8,371.0,6.33,-1.0,10,11.30148170324047
1985-03-15,7.1,462.0,6.33,-1.0,0,15.16694467976967
1985-03-16,5.6,451.0,6.33,-1.0,11,9.205212096007427
1985-03-17,3.9,403.0,6.34,-1.0,20,6.631423434884226
1985-03-18,5.4,392.0,6.34,-1.0,34,7.82758256367865
1985-03-19,4.3,374.0,6.35,-1.0,26,8.140259864926115
1985-03-20,4.4,362.0,6.35,-1.0,19,7.614352603672671
1985-03-21,3.5,330.0,6.35,-1.0,9,6.475133283752934
1985-03-22,3.9,332.0,6.36,-1.0,15,4.715891782846871
1985-03-23,4.2,320.0,6.36,-1.0,22,5.599686942296717
1985-03-24,5.325,321.0,6.36,-1.0,35,5.247994842315274
1985-03-25,6.449999999999999,322.0,6.37,-1.0,29,4.89630274233383
1985-03-26,7.574999999999999,323.0,6.37,-1.0,32,4.544610642352387
1985-03-27,8.7,324.0,6.38,-1.0,26,4.192918542370943
1985-03-28,5.2,374.0,6.38,-1.0,35,7.229522655235098
1985-03-29,6.6,402.0,6.38,-1.0,24,9.71499391701103
1985-03-30,6.0,432.0,6.39,-1.0,28,11.21007194388905
1985-03-31,7.2,489.0,6.39,-1.0,23,12.93946338049129
1985-04-01,8.9,581.0,6.39,-1.0,31,14.668854817093528
1985-04-02,6.1,680.0,6.4,-1.0,26,9.45391877103829
1985-04-03,5.8,637.0,6.39,-1.0,29,8.334142145691475
1985-04-04,5.3,581.0,6.33,-1.0,21,9.539572098136832
1985-04-05,5.5,549.0,6.28,-1.0,29,7.334670999982563
1985-04-06,6.85,521.0,6.23,-1.0,24,7.119122632788729
1985-04-07,8.2,493.0,6.18,-1.0,14,6.903574265594894
1985-04-08,9.55,465.0,6.13,-1.0,11,6.68802589840106
1985-04-09,10.9,437.0,6.08,-1.0,11,6.472477531207225
1985-04-10,4.9,431.0,6.03,-1.0,0,8.456973599763367
1985-04-11,6.0,472.0,5.98,-1.0,0,10.794194875513222
1985-04-12,4.6,461.0,5.92,-1.0,0,3.899501810203339
1985-04-13,5.0,386.0,5.87,-1.0,0,4.9750616319787895
1985-04-14,4.7,380.0,5.82,-1.0,13,6.05062145375424
1985-04-15,3.0,354.0,5.77,-1.0,0,4.26232730248651
1985-04-16,4.9,366.0,5.72,-1.0,0,7.387783371701235
1985-04-17,5.7,388.0,5.67,-1.0,0,5.2858566504859015
1985-04-18,6.325,411.25,5.62,-1.0,13,5.083951644527153
1985-04-19,6.949999999999999,434.5,5.57,-1.0,11,4.882046638568405
1985-04-20,7.574999999999999,457.75,5.51,-1.0,14,4.680141632609657
1985-04-21,8.2,481.0,5.46,-1.0,21,4.478236626650909
1985-04-22,6.0,498.0,5.41,-1.0,39,4.276331620692161
1985-04-23,5.5,533.0,5.36,-1.0,35,4.0744266147334125
1985-04-24,5.9,523.0,5.31,-1.0,38,10.425384637338109
1985-04-25,5.8,525.0,5.26,-1.0,46,8.768593749688273
1985-04-26,10.2,617.0,5.21,-1.0,46,11.32838486859764
1985-04-27,9.0,544.0,5.15,-1.0,39,22.19712933762617
1985-04-28,8.3,535.0,5.1,-1.0,34,10.72028895361622
1985-04-29,7.4,550.0,5.05,-1.0,33,19.58037171348447
1985-04-30,7.3,523.5,5.0,-1.0,33,17.82055481754171
1985-05-01,9.2,497.0,5.03,-1.0,22,16.06073792159895
1985-05-02,6.8,470.5,5.05,-1.0,18,14.300921025656187
1985-05-03,3.9,444.0,5.08,-1.0,17,8.43270210443876
1985-05-04,5.7,372.0,5.1,-1.0,21,7.599853129842295
1985-05-05,3.6,382.0,5.13,-1.0,19,6.767004155245829
1985-05-06,4.6,460.0,5.15,-1.0,17,7.194736398434645
1985-05-07,4.8,427.0,5.18,-1.0,38,4.765944757956649
1985-05-08,4.2,367.0,5.2,-1.0,52,7.433052481531691
1985-05-09,4.3,341.0,5.23,-1.0,66,8.72063923714972
1985-05-10,4.0,330.0,5.26,-1.0,58,4.341011034179918
1985-05-11,4.7,345.0,5.28,-1.0,58,5.380302328465443
1985-05-12,6.2,338.0,5.31,-1.0,39,8.404557220273853
1985-05-13,6.5,369.3333333333333,5.33,-1.0,38,7.79397605553927
1985-05-14,7.5,400.6666666666667,5.36,-1.0,38,7.183394890804687
1985-05-15,5.8,432.0,5.38,-1.0,38,6.572813726070103
1985-05-16,5.8,432.0,5.41,-1.0,37,5.96223256133552
1985-05-17,6.1,412.0,5.44,-1.0,45,4.186470867783425
1985-05-18,7.8,363.0,5.46,-1.0,48,10.219288949552569
1985-05-19,7.5,339.0,5.49,-1.0,47,14.959639607275887
1985-05-20,6.6,330.0,5.51,-1.0,44,12.04499543051475
1985-05-21,6.0,365.0,5.54,-1.0,42,10.576041325399162
1985-05-22,4.2,360.0,5.56,-1.0,40,8.723904459929145
1985-05-23,3.7,326.0,5.59,-1.0,38,7.123530706625906
1985-05-24,5.4,332.0,5.62,-1.0,30,7.481654538547763
1985-05-25,7.7,349.0,5.64,-1.0,22,7.5228508182001885
1985-05-26,6.0,366.0,5.67,-1.0,15,7.564047097852614
1985-05-27,3.7,383.0,5.69,-1.0,14,7.60524337750504
1985-05-28,7.1,400.0,5.73,-1.0,14,7.646439657157466
1985-05-29,5.1,417.0,5.77,-1.0,12,7.687635936809892
1985-05-30,4.0,333.0,5.81,-1.0,9,7.409905884955948
1985-05-31,4.3,322.0,5.85,-1.0,9,6.39311601163935
1985-06-01,8.2,407.0,5.89,-1.0,12,6.111065432152753
1985-06-02,4.1,432.0,5.93,-1.0,0,5.829014852666156
1985-06-03,3.5,367.0,5.97,-1.0,13,6.16290370719845
1985-06-04,3.5,337.0,6.01,-1.0,30,5.542814958318679
1985-06-05,4.2,328.0,6.05,-1.0,41,8.047936161836605
1985-06-06,9.2,352.0,6.09,-1.0,43,16.56287313618981
1985-06-07,6.5,350.0,6.13,-1.0,44,16.360516685977316
1985-06-08,4.6,348.0,6.17,-1.0,49,16.15816023576482
1985-06-09,7.1,346.0,6.21,-1.0,49,15.955803785552328
1985-06-10,6.2,344.0,6.25,-1.0,68,15.753447335339835
1985-06-11,3.7,342.0,6.29,-1.0,77,15.55109088512734
1985-06-12,4.5,340.0,6.33,-1.0,63,15.348734434914846
1985-06-13,4.7,338.0,6.37,-1.0,53,15.146377984702353
1985-06-14,5.2,336.0,6.41,-1.0,42,14.944021534489858
1985-06-15,5.8,334.0,6.45,-1.0,43,14.741665084277363
1985-06-16,3.4,332.0,6.49,-1.0,32,14.53930863406487
1985-06-17,6.5,330.0,6.54,-1.0,27,14.336952183852375
1985-06-18,4.2,353.0,6.58,-1.0,21,14.13459573363988
1985-06-19,3.6,363.2,6.62,-1.0,12,13.932239283427387
1985-06-20,6.0,373.4,6.66,-1.0,11,13.729882833214893
1985-06-21,6.9,383.6,6.7,-1.0,11,13.5275263830024
1985-06-22,5.0,393.8,6.74,-1.0,11,13.325169932789905
1985-06-23,5.3,404.0,6.78,-1.0,14,13.12281348257741
1985-06-24,8.3,366.0,6.8,-1.0,15,12.920457032364917
1985-06-25,6.1,455.0,6.82,-1.0,14,7.831600240606773
1985-06-26,6.8,519.0,6.83,-1.0,12,11.6066197428992
1985-06-27,7.5,540.0,6.84,-1.0,9,13.71438483500489
1985-06-28,6.0,622.0,6.85,-1.0,9,11.083276893014787
1985-06-29,4.7,618.0,6.86,-1.0,11,8.711397612618239
1985-06-30,4.7,538.0,6.87,-1.0,13,7.083521022825939
1985-07-01,4.9,529.0,6.88,-1.0,27,6.307324664038863
1985-07-02,3.7,553.0,6.89,-1.0,35,7.6654183955339645
1985-07-03,3.5,577.0,6.9,-1.0,39,9.023512127029065
1985-07-04,8.3,601.0,6.91,-1.0,42,10.381605858524166
1985-07-05,5.4,625.0,6.93,-1.0,49,11.739699590019267
1985-07-06,6.7,649.0,6.94,-1.0,56,13.097793321514368
1985-07-07,5.9,652.0,6.95,-1.0,92,9.669703527387282
1985-07-08,5.7,612.0,6.96,-1.0,87,8.27068434254546
1985-07-09,5.3,535.0,6.97,-1.0,107,8.205673597429936
1985-07-10,4.7,439.0,6.98,-1.0,107,11.66813733465675
1985-07-11,3.8,421.0,6.99,-1.0,79,5.372825736735954
1985-07-12,10.2,478.0,7.0,-1.0,59,9.000192160914317
1985-07-13,6.4,479.0,7.01,-1.0,33,12.62755858509268
1985-07-14,5.0,478.8,7.02,-1.0,12,12.173703942949928
1985-07-15,6.5,478.6,7.04,-1.0,10,11.719849300807176
1985-07-16,4.9,478.4,7.05,-1.0,12,11.265994658664424
1985-07-17,9.3,478.2,7.06,-1.0,14,10.812140016521672
1985-07-18,5.4,478.0,7.07,-1.0,14,10.35828537437892
1985-07-19,4.5,473.0,7.08,-1.0,14,4.606580479103792
1985-07-20,5.7,389.0,7.09,-1.0,14,10.254316823650033
1985-07-21,5.4,353.0,7.1,-1.0,13,10.853335111142934
1985-07-22,4.2,336.0,7.08,-1.0,13,7.143992052973815
1985-07-23,9.1,473.0,7.07,-1.0,23,14.51699169085068
1985-07-24,6.7,462.0,7.05,-1.0,16,12.288528462773323
1985-07-25,6.9,541.0,7.04,-1.0,13,6.488825320087177
1985-07-26,5.6,560.0,7.02,-1.0,17,12.151046940372202
1985-07-27,4.8,545.0,7.01,-1.0,16,10.301847963182404
1985-07-28,4.7,530.0,6.99,-1.0,47,8.452648985992603
1985-07-29,4.2,515.0,6.98,-1.0,66,6.603450008802804
1985-07-30,5.5,500.0,6.97,-1.0,60,4.754251031613005
1985-07-31,8.2,524.0,6.95,-1.0,52,8.147381638498965
1985-08-01,6.8,589.0,6.94,-1.0,32,10.418461978408551
1985-08-02,5.5,555.0,6.92,-1.0,23,9.159760466807349
1985-08-03,6.1,478.0,6.91,-1.0,25,5.560759743894025
1985-08-04,5.1,448.0,6.89,-1.0,25,7.96307709089088
1985-08-05,5.2,390.0,6.88,-1.0,18,5.958637797768251
1985-08-06,4.3,338.0,6.86,-1.0,13,3.4745044756019032
1985-08-07,5.7,332.0,6.85,-1.0,11,3.400159984271058
1985-08-08,6.3,345.8,6.83,-1.0,11,4.699698283796227
1985-08-09,5.3,359.6,6.82,-1.0,15,5.999236583321395
1985-08-10,6.433333333333333,373.4,6.8,-1.0,11,7.298774882846564
1985-08-11,7.566666666666666,387.2,6.79,-1.0,11,8.598313182371733
1985-08-12,8.7,401.0,6.77,-1.0,11,9.897851481896902
1985-08-13,6.8,608.0,6.76,-1.0,0,10.457630408007985
1985-08-14,4.5,547.0,6.75,-1.0,0,8.346994777783696
1985-08-15,4.7,451.0,6.73,-1.0,0,7.727990221876017
1985-08-16,4.8,388.0,6.72,-1.0,13,7.188598006698844
1985-08-17,5.8,350.0,6.7,-1.0,11,9.637960542021103
1985-08-18,8.1,515.0,6.74,-1.0,10,16.646859680485164
1985-08-19,7.0,487.0,6.78,-1.0,11,12.183415771472369
1985-08-20,6.6,486.8333333333333,6.82,-1.0,9,12.085067351308886
1985-08-21,7.9,486.6666666666667,6.86,-1.0,8,11.986718931145406
1985-08-22,6.1,486.5,6.9,-1.0,0,11.888370510981925
1985-08-23,4.8,486.3333333333333,6.94,-1.0,0,11.790022090818443
1985-08-24,4.3,486.1666666666667,6.98,-1.0,0,11.69167367065496
1985-08-25,7.6,486.0,7.02,-1.0,0,11.59332525049148
1985-08-26,7.5,521.0,7.06,-1.0,7,14.16955672575416
1985-08-27,5.7,663.0,7.1,-1.0,7,12.681961882512848
1985-08-28,6.0,677.0,7.14,-1.0,9,10.099514259162389
1985-08-29,6.1,672.0,7.18,-1.0,8,8.338167654348505
1985-08-30,6.2,565.0,7.22,-1.0,7,9.918462665852587
1985-08-31,8.8,454.0,7.26,-1.0,8,9.26989669455022
1985-09-01,5.1,474.0,7.3,-1.0,8,4.837283021460893
1985-09-02,5.699999999999999,446.6,7.34,-1.0,0,6.092113099121045
1985-09-03,6.3,419.2,7.38,-1.0,0,7.346943176781197
1985-09-04,6.8999999999999995,391.8,7.42,-1.0,0,8.601773254441348
1985-09-05,7.5,364.4,7.46,-1.0,0,9.8566033321015
1985-09-06,8.1,337.0,7.5,-1.0,0,11.111433409761652
1985-09-07,5.2,329.0,7.54,-1.0,0,6.045751542326212
1985-09-08,6.1,330.0,7.58,-1.0,0,8.542619209258467
1985-09-09,6.5,441.0,7.62,-1.0,0,11.646219624776515
1985-09-10,4.9,457.0,7.66,-1.0,0,9.147813275635649
1985-09-11,4.0,396.0,7.7,-1.0,8,6.649406926494784
1985-09-12,3.4,340.0,7.74,-1.0,0,5.008934804700384
1985-09-13,4.0,310.0,7.78,-1.0,10,5.0192601529112
1985-09-14,5.8,311.0,7.82,-1.0,10,7.394459984787011
1985-09-15,3.6,374.6,7.86,-1.0,10,8.566386584150846
1985-09-16,4.15,438.2,7.9,-1.0,10,9.738313183514682
1985-09-17,4.7,501.8,7.93,-1.0,9,10.910239782878518
1985-09-18,3.8,565.4,7.97,-1.0,11,12.082166382242354
1985-09-19,9.0,629.0,8.01,-1.0,11,13.25409298160619
1985-09-20,5.9,641.0,8.04,-1.0,10,9.87218552682387
1985-09-21,5.7,665.0,8.08,-1.0,9,10.410882603018296
1985-09-22,5.9,592.0,8.12,-1.0,8,8.818955383267143
1985-09-23,5.5,519.0,8.15,-1.0,0,8.290048228067892
1985-09-24,7.1,570.0,8.19,-1.0,0,8.109935520913064
1985-09-25,6.3,592.0,8.23,-1.0,0,12.750569371735493
1985-09-26,5.7,522.0,8.26,-1.0,0,11.47878996057275
1985-09-27,5.0,493.1666666666667,8.3,-1.0,0,8.240255379581638
1985-09-28,4.1,464.3333333333333,8.34,-1.0,0,8.88381417479563
1985-09-29,4.0,435.5,8.37,-1.0,8,9.527372970009619
1985-09-30,4.766666666666667,406.66666666666663,8.41,-1.0,8,10.17093176522361
1985-10-01,5.533333333333333,377.8333333333333,8.45,-1.0,0,10.814490560437601
1985-10-02,6.3,349.0,8.48,-1.0,0,11.458049355651593
1985-10-03,9.6,331.0,8.52,-1.0,0,13.852296570597751
1985-10-04,6.3,312.0,8.56,-1.0,0,6.132816427575437
1985-10-05,10.4,565.0,8.59,-1.0,0,18.986687405965213
1985-10-06,5.2,658.0,8.63,-1.0,0,7.371023536039623
1985-10-07,4.6,591.0,8.67,-1.0,0,6.154358774887141
1985-10-08,4.5,453.0,8.7,-1.0,0,8.508541042874107
1985-10-09,3.6,390.0,8.74,-1.0,0,6.775881409572427
1985-10-10,3.9,361.0,8.78,-1.0,0,6.273937329675781
1985-10-11,9.2,404.0,8.79,-1.0,0,6.300921839471946
1985-10-12,5.4,447.0,8.75,-1.0,0,6.327906349268111
1985-10-13,6.6,490.0,8.71,-1.0,13,6.354890859064275
1985-10-14,5.0,533.0,8.67,-1.0,15,6.38187536886044
1985-10-15,5.7,576.0,8.63,-1.0,18,6.408859878656605
1985-10-16,7.2,561.0,8.58,-1.0,29,12.537596505924997
1985-10-17,10.2,491.0,8.54,-1.0,22,11.859640902731458
1985-10-18,8.1,605.0,8.5,-1.0,24,12.347024293586443
1985-10-19,5.1,651.0,8.46,-1.0,37,5.310819473074785
1985-10-20,3.9,534.0,8.42,-1.0,52,6.754064279387023
1985-10-21,9.9,570.0,8.38,-1.0,59,17.592737655432177
1985-10-22,6.7,589.0,8.34,-1.0,85,13.009312294689025
1985-10-23,5.1,552.0,8.3,-1.0,79,11.720016880305048
1985-10-24,4.5,515.0,8.26,-1.0,74,10.43072146592107
1985-10-25,4.275,478.0,8.22,-1.0,65,9.141426051537096
1985-10-26,4.05,441.0,8.18,-1.0,47,7.852130637153118
1985-10-27,3.825,404.0,8.14,-1.0,32,6.5628352227691416
1985-10-28,3.6,367.0,8.1,-1.0,17,5.273539808385165
1985-10-29,6.8,329.0,8.06,-1.0,13,6.79099895806887
1985-10-30,5.9,373.0,8.02,-1.0,0,8.589766840243344
1985-10-31,4.8,337.0,7.98,-1.0,0,5.091188885918511
1985-11-01,6.4,414.0,7.94,-1.0,0,11.183655328776858
1985-11-02,9.8,441.0,7.9,-1.0,0,11.495382806854275
1985-11-03,5.6,576.0,7.86,-1.0,0,9.371709729720846
1985-11-04,4.6,569.5,7.82,-1.0,0,10.405127802718864
1985-11-05,5.6,563.0,7.78,-1.0,18,11.43854587571688
1985-11-06,6.6,556.5,7.74,-1.0,21,12.471963948714897
1985-11-07,7.6,550.0,7.7,-1.0,21,13.505382021712915
1985-11-08,8.6,543.5,7.67,-1.0,20,14.538800094710933
1985-11-09,9.6,537.0,7.64,-1.0,27,15.572218167708948
1985-11-10,5.2,599.0,7.61,-1.0,16,8.91418987386849
1985-11-11,5.3,568.0,7.58,-1.0,19,8.783467314932057
1985-11-12,3.9,449.0,7.55,-1.0,21,4.399844872678564
1985-11-13,9.5,559.0,7.52,-1.0,33,14.70906899157768
1985-11-14,6.5,636.0,7.49,-1.0,48,10.0876334520945
1985-11-15,4.4,678.0,7.46,-1.0,53,8.025478002345798
1985-11-16,4.9,630.0,7.43,-1.0,43,10.436947386498984
1985-11-17,5.42,588.3333333333334,7.4,-1.0,47,10.618376594846332
1985-11-18,5.94,546.6666666666666,7.38,-1.0,41,10.79980580319368
1985-11-19,6.46,505.0,7.35,-1.0,33,10.981235011541028
1985-11-20,6.98,463.33333333333337,7.32,-1.0,31,11.162664219888375
1985-11-21,7.5,421.6666666666667,7.29,-1.0,20,11.344093428235723
1985-11-22,6.8,380.0,7.26,-1.0,13,10.168840747004202
1985-11-23,3.8,362.0,7.23,-1.0,11,9.08959228218698
1985-11-24,3.0,328.0,7.2,-1.0,0,3.274715748492181
1985-11-25,6.8,313.0,7.17,-1.0,0,10.09335913895432
1985-11-26,5.6,338.0,7.14,-1.0,0,10.810591285205472
1985-11-27,6.3,422.0,7.11,-1.0,0,11.527823431456625
1985-11-28,3.4,415.0,7.08,-1.0,0,6.59242274046917
1985-11-29,2.7,342.0,7.05,-1.0,0,5.348473327080393
1985-11-30,3.68,374.0,7.02,-1.0,0,6.698752349481454
1985-12-01,4.66,406.0,6.99,-1.0,0,8.049031371882515
1985-12-02,5.640000000000001,438.0,6.96,-1.0,15,9.399310394283578
1985-12-03,6.62,470.0,6.94,-1.0,12,10.749589416684639
1985-12-04,7.6,502.0,6.91,-1.0,0,12.0998684390857
1985-12-05,5.9,490.0,6.9,-1.0,16,12.529881514829372
1985-12-06,4.1,393.0,6.9,-1.0,24,6.071333271021636
1985-12-07,7.1,385.0,6.9,-1.0,14,10.622994245422468
1985-12-08,3.9,367.0,6.9,-1.0,11,4.30019266484218
1985-12-09,4.8,377.0,6.9,-1.0,15,7.320570069986219
1985-12-10,7.9,580.0,6.9,-1.0,14,12.229671602949525
1985-12-11,6.0,678.0,6.9,-1.0,16,5.526728199023762
1985-12-12,5.8,626.6666666666666,6.9,-1.0,17,5.917997013571908
1985-12-13,5.6,575.3333333333334,6.9,-1.0,16,6.309265828120053
1985-12-14,5.4,524.0,6.9,-1.0,27,6.700534642668199
1985-12-15,5.2,472.6666666666667,6.9,-1.0,43,7.091803457216345
1985-12-16,5.0,421.33333333333337,6.9,-1.0,60,7.483072271764491
1985-12-17,4.8,370.0,6.9,-1.0,58,7.874341086312636
1985-12-18,9.4,408.0,6.9,-1.0,48,5.623408473730424
1985-12-19,5.6,459.0,6.9,-1.0,37,11.39011409123059
1985-12-20,6.4,418.0,6.9,-1.0,22,4.36480421471355
1985-12-21,3.6,372.0,6.9,-1.0,16,8.2800973424522
1985-12-22,3.6,376.0,6.9,-1.0,10,5.449924460068292
1985-12-23,4.4,403.0,6.9,-1.0,0,3.6792099673566256
1985-12-24,9.5,360.0,6.9,-1.0,0,6.34116293266171
1985-12-25,9.483333333333334,400.8333333333333,6.9,-1.0,0,8.178909447070932
1985-12-26,9.466666666666667,441.6666666666667,6.9,-1.0,0,10.016655961480152
1985-12-27,9.45,482.5,6.9,-1.0,0,11.854402475889374
1985-12-28,9.433333333333334,523.3333333333334,6.9,-1.0,0,13.692148990298595
1985-12-29,9.416666666666668,564.1666666666667,6.9,-1.0,0,15.529895504707817
1985-12-30,9.4,605.0,6.9,-1.0,0,17.36764201911704
1985-12-31,5.9,644.0,6.9,-1.0,0,11.255521914138448
1986-01-01,6.0,683.0,6.9,-1.0,0,10.9961967276791
1986-01-02,4.1,671.0,6.9,-1.0,0,7.2622829426341085
1986-01-03,3.7,508.0,6.9,-1.0,0,6.8630945591762975
1986-01-04,2.9,420.0,6.9,-1.0,0,5.477425092479667
1986-01-05,2.6,368.0,6.9,-1.0,0,5.888407747781248
1986-01-06,7.0,344.0,6.9,-1.0,0,10.2443321524694
1986-01-07,6.359999999999999,359.0,6.9,-1.0,0,10.216533602638082
1986-01-08,5.72,374.0,6.9,-1.0,0,10.188735052806763
1986-01-09,5.08,389.0,6.9,-1.0,0,10.160936502975442
1986-01-10,4.4399999999999995,404.0,6.9,-1.0,0,10.133137953144123
1986-01-11,3.8,419.0,6.9,-1.0,0,10.105339403312804
1986-01-12,4.3,369.0,6.9,-1.0,0,8.758033493693576
1986-01-13,3.3,351.0,6.9,-1.0,14,7.164613692915802
1986-01-14,2.6,336.0,6.9,-1.0,17,5.432269630937135
1986-01-15,5.4,348.0,6.9,-1.0,14,5.269108889809592
1986-01-16,5.0,351.0,6.9,-1.0,11,11.54775504648934
1986-01-17,6.7,349.0,6.9,-1.0,0,11.523701849090704
1986-01-18,7.5,382.0,6.9,-1.0,0,7.147756307203396
1986-01-19,7.366666666666667,407.6666666666667,6.9,-1.0,0,8.296077394890418
1986-01-20,7.233333333333333,433.3333333333333,6.9,-1.0,0,9.444398482577439
1986-01-21,7.1,459.0,6.9,-1.0,0,10.59271957026446
1986-01-22,6.966666666666667,484.66666666666663,6.9,-1.0,0,11.741040657951482
1986-01-23,6.833333333333334,510.3333333333333,6.9,-1.0,0,12.889361745638503
1986-01-24,6.7,536.0,6.9,-1.0,0,14.037682833325524
1986-01-25,8.4,560.0,6.9,-1.0,0,8.76775889208372
1986-01-26,4.8,687.0,6.9,-1.0,8,8.76091952495361
1986-01-27,6.2,717.0,6.9,-1.0,0,8.563678372295593
1986-01-28,5.9,708.0,6.91,-1.0,0,8.056855237434704
1986-01-29,5.5,692.0,6.95,-1.0,0,7.550032102573816
1986-01-30,4.3,624.0,7.0,-1.0,11,6.877308702677286
1986-01-31,3.8,533.0,7.04,-1.0,11,3.2367114334775096
1986-02-01,3.7399999999999998,499.6,7.09,-1.0,22,3.461205040184843
1986-02-02,3.6799999999999997,466.2,7.13,-1.0,40,3.6856986468921766
1986-02-03,3.62,432.8,7.17,-1.0,63,3.9101922535995106
1986-02-04,3.56,399.4,7.22,-1.0,66,4.134685860306844
1986-02-05,3.5,366.0,7.26,-1.0,64,4.359179467014178
1986-02-06,4.4,367.0,7.31,-1.0,56,5.285972757663182
